-0.588578,0.069294
-0.027149,0.605482
-0.135958,-0.599207
0.393834,-0.055609
-0.466425,0.340866
0.465664,-0.365422
0.605843,0.024713
0.173263,0.592722
0.561629,-0.215673
0.491517,-0.321312
0.332427,-0.197264
-0.076965,-0.387112
-0.390251,-0.113665
-0.598236,0.079918
0.374913,-0.164278
0.042448,-0.400847
0.204414,-0.565991
-0.324751,0.230047
0.203211,0.550500
-0.267459,-0.294442
0.411106,-0.094003
0.226178,-0.346959
0.317179,0.226161
0.383648,0.097603
-0.116568,-0.583423
0.524264,-0.297252
0.210303,-0.349623
-0.601918,-0.035926
0.388109,0.108837
-0.126632,-0.395295
-0.594243,0.027462
-0.495331,0.357932
-0.341175,0.488934
-0.296134,-0.271023
0.365159,-0.118910
-0.537496,-0.283115
-0.580407,-0.164509
-0.578302,-0.101022
0.266028,0.545774
0.474519,0.362529
0.380799,0.115845
0.459382,-0.379591
-0.325371,0.509782
0.282521,-0.511413
0.171242,-0.381823
-0.233832,-0.329216
-0.116831,-0.587916
-0.380368,-0.041236
-0.597973,-0.012432
-0.193896,0.555286
0.287040,-0.266193
0.209850,0.335463
-0.273004,-0.564253
0.328131,-0.503659
0.400514,0.432464
0.361016,-0.159199
-0.414115,0.000830
0.554627,0.204546
-0.598783,-0.065580
0.106946,0.401921
0.232768,0.549980
0.429410,-0.407977
-0.224005,0.313916
-0.600500,0.057927
0.137654,-0.375210
0.588754,-0.075393
-0.518508,0.276678
-0.369623,-0.171998
0.287211,0.273189
0.009850,0.402023
0.565937,-0.194478
-0.299754,-0.282562
0.552452,-0.239540
-0.321554,-0.242648
-0.325426,-0.488642
-0.547082,-0.244264
0.178513,0.363463
0.261260,-0.318078
-0.344575,0.200848
-0.588025,0.014074
-0.602051,-0.078686
0.385210,0.082900
0.415105,0.423392
0.064305,0.396027
-0.012778,-0.608949
-0.087044,0.598079
-0.597593,0.045186
0.390429,0.460247
0.514200,0.338511
0.324145,0.250440
-0.031395,-0.596425
-0.546229,0.253611
-0.519776,0.284145
-0.040666,0.396870
0.279653,-0.261367
0.380277,-0.145728
-0.018365,0.398377
-0.503184,-0.336871
0.392024,0.108267
-0.175934,-0.580189
0.323991,-0.209718
-0.058180,-0.406777
-0.408313,0.066245
0.398967,-0.057780
-0.185817,-0.563437
-0.364974,0.473766
0.394788,0.029101
-0.168186,0.359903
-0.583217,0.160668
-0.050474,0.605381
-0.362249,0.135496
0.275363,-0.301235
0.586152,0.110075
0.013814,0.393085
-0.380399,-0.116111
-0.575669,0.165217
0.032378,0.604887
-0.397015,-0.459649
-0.315806,-0.251462
-0.081391,0.586731
-0.102071,-0.589082
-0.388201,-0.457705
0.041912,0.411454
0.109415,-0.372220
-0.399355,0.016806
-0.598792,0.076045
0.485520,-0.326854
0.368050,-0.122939
0.417183,-0.426343
0.479490,0.345490
-0.381295,0.063871
-0.330533,0.215144
0.300128,-0.244627
0.445303,0.398185
-0.081017,0.388558
0.090415,-0.600438
0.058673,0.604220
-0.159608,-0.561636
-0.254434,0.302162
-0.420774,0.438652
-0.485865,-0.367251
-0.052577,-0.597303
0.348010,-0.201041
-0.371041,-0.077720
-0.452085,0.397834
-0.190552,0.570537
0.376555,-0.173207
-0.010377,0.396790
-0.383352,-0.107040
0.401655,0.465911
-0.343282,-0.213345
-0.560506,0.195630
-0.363033,-0.173553
0.138296,-0.573434
-0.507965,-0.305469
-0.453426,0.408377
0.571509,0.151214
-0.505256,0.315446
0.313276,-0.232875
-0.080607,0.377879
0.334791,-0.497158
-0.396358,0.025663
0.089652,0.564595
-0.612957,-0.040847
-0.265962,0.538218
0.369872,0.138960
0.585507,-0.121778
-0.180353,-0.339583
0.391611,-0.014190
-0.325382,0.205473
0.357430,0.125943
0.562069,0.128665
0.392678,0.105380
-0.498307,-0.359737
0.308229,-0.528063
0.587749,0.185594
-0.012286,0.409390
-0.151229,0.390246
0.307182,0.509944
0.573519,0.163299
0.370316,-0.165032
-0.396319,0.058602
0.391052,0.018012
-0.211509,0.327350
-0.181539,-0.369213
0.291719,0.521604
0.210985,0.555686
0.069765,-0.384463
0.161230,0.575931
0.605948,-0.084269
0.286896,-0.274743
-0.102875,-0.606219
-0.206208,-0.562826
