-0.549678,0.049032
-0.246646,0.452766
-0.211508,-0.419820
0.372934,-0.007370
-0.533659,0.369563
0.481803,-0.553774
0.570895,0.028439
0.191220,0.484551
0.608946,-0.060793
0.402574,-0.351494
0.272926,-0.262984
-0.121015,-0.250428
-0.419884,-0.000746
-0.780543,0.182683
0.594245,-0.101230
0.169083,-0.317398
0.078544,-0.715332
-0.338037,0.071062
0.345331,0.546644
-0.220628,-0.207304
0.264426,-0.079840
0.208920,-0.409505
0.333851,0.299292
0.299763,0.073140
-0.150193,-0.599957
0.500932,-0.324447
0.219032,-0.364440
-0.588129,-0.208273
0.329815,0.157259
-0.164078,-0.390793
-0.487756,-0.012141
-0.594984,0.385769
-0.272187,0.551209
-0.060142,-0.129880
0.394957,-0.089756
-0.572717,-0.252856
-0.609966,-0.287924
-0.684355,-0.084912
0.131862,0.592015
0.405492,0.349850
0.494465,0.088023
0.586468,-0.255714
-0.194799,0.407081
0.267587,-0.556846
0.134331,-0.409393
-0.313066,-0.269167
-0.151204,-0.359291
-0.319362,0.071615
-0.697606,0.231464
-0.131495,0.689102
0.375121,-0.117685
0.225794,0.153887
-0.262677,-0.718643
0.270328,-0.407279
0.453812,0.213060
0.480173,-0.274121
-0.393676,-0.039382
0.535137,0.107231
-0.514986,-0.037772
0.139465,0.411087
0.237710,0.473225
0.496585,-0.410053
-0.157420,0.383038
-0.505706,0.241637
0.220077,-0.490423
0.274235,0.027513
-0.583358,0.287035
-0.252372,-0.203796
0.289303,0.255650
-0.103942,0.509255
0.615478,-0.172805
-0.429315,-0.142932
0.607666,-0.214899
-0.230174,-0.160314
-0.257464,-0.474925
-0.601134,-0.301644
0.228615,0.335837
0.345481,-0.361176
-0.326048,0.274920
-0.668631,0.174283
-0.470585,0.037128
0.170796,0.094769
0.546241,0.412707
0.040019,0.330600
0.121160,-0.379717
0.140376,0.525257
-0.612878,0.068497
0.436571,0.272699
0.498155,0.272885
0.464737,0.283145
-0.032150,-0.432115
-0.745442,0.137691
-0.493321,0.234488
-0.005361,0.378883
0.394026,-0.219605
0.423869,-0.312786
-0.086347,0.387045
-0.430755,-0.461263
0.261136,0.325603
-0.208584,-0.522356
0.320519,-0.222423
0.020665,-0.314243
-0.439700,0.141434
0.269318,0.087467
-0.101322,-0.491215
-0.314716,0.430268
0.326607,0.135062
-0.177414,0.506908
-0.692811,0.175859
0.134138,0.544555
-0.334275,0.201872
0.222397,-0.260836
0.543512,0.097735
-0.153424,0.517928
-0.441943,-0.122925
-0.525249,0.230760
0.109059,0.675522
-0.233048,-0.330907
-0.396125,-0.321298
-0.070705,0.568030
-0.321113,-0.688989
-0.414183,-0.476282
-0.004519,0.461729
0.172956,-0.489632
-0.313786,0.222435
-0.570612,0.175045
0.484711,-0.493227
0.292581,-0.168440
0.347560,-0.622572
0.405611,0.434729
-0.285806,0.250138
-0.211603,0.127040
0.326292,-0.225272
0.530656,0.403237
-0.101665,0.370124
0.106812,-0.555909
0.167457,0.675747
-0.039139,-0.594970
-0.370921,0.401087
-0.589169,0.441941
-0.578640,-0.337382
-0.135859,-0.548387
0.352163,-0.216130
-0.345782,-0.050340
-0.676377,0.323123
-0.203904,0.738998
0.324820,-0.141123
0.091823,0.734122
-0.330383,-0.041802
0.125129,0.472435
-0.212527,-0.079163
-0.635089,0.321720
-0.220631,-0.152608
0.000266,-0.672186
-0.541954,-0.276981
-0.462762,0.351745
0.568354,0.177676
-0.327806,0.439235
0.322622,-0.247500
-0.248444,0.368491
0.408450,-0.504635
-0.330679,-0.207092
0.114516,0.630574
-0.461323,0.047059
-0.284666,0.643929
0.237756,0.295887
0.667017,-0.051378
-0.276565,-0.266034
0.451475,-0.004699
-0.357854,0.050796
0.418048,0.092838
0.457978,0.271065
0.601620,0.102334
-0.525139,-0.333286
0.268104,-0.605439
0.790143,0.016705
0.056843,0.311142
-0.263115,0.427453
0.335533,0.538648
0.619236,0.238775
